key,0,1,2
#,Name,AttackType,Recast<100ms>
int32,str,int32,int32
23643,"Disques magiques",,0,
23644,"Impact",magie,0,
23645,"Grande ruée",,0,
23646,"Grande ruée",,0,
23647,"Impact frontal",magie,0,
23648,"Grognement puissant",,0,
23649,"Balles magiques α",magie,0,
23650,"Grognement puissant",,0,
23651,"Pilonnage magique",magie,0,
23652,"Ruée des lances",,0,
23653,"Ruée des lances",,0,
23654,"Ruée des lances",tranchant,0,
23655,"Explosion",magie,0,
23656,"Renforcement : lance",,0,
23657,"Renforcement : bouclier",,0,
23658,"Renforcement : lance",,0,
23659,"Renforcement : bouclier",,0,
23660,"Balayage tranchant",tranchant,0,
23661,"Balayage tranchant",tranchant,0,
23662,"Balayage tranchant",tranchant,0,
23663,"Balayage tranchant",tranchant,0,
23664,"Tir de contre-attaque",magie,0,
23665,"Lance tranchante",tranchant,0,
23666,"Lance tranchante",tranchant,0,
23667,"Lamentation",magie,0,
23668,"Lamentation",magie,0,
23669,"Balles magiques β",magie,0,
23670,"Cri déchirant",magie,0,
23671,"Cri déchirant",magie,0,
23672,"Coup handicapant",tranchant,0,
23673,"Coup handicapant",tranchant,0,
23674,"Balles magiques α",,0,
23675,"Pilonnage magique",,0,
23676,"Balles magiques β",,0,
23677,"Balles magiques β",,0,
23678,"",,0,
23679,"",,0,
23680,"",,0,
23681,"",,0,
23682,"Écrasement malsain",,0,
23683,"Écrasement malsain",,0,
23684,"Écrasement malsain",magie,0,
23685,"Écrasement malsain",magie,0,
23686,"Immolation putréfiante",,0,
23687,"Immolation putréfiante",magie,0,
23688,"Vague de terreur",magie,0,
23689,"Vague de terreur",magie,0,
23690,"Fendoir singulier",tranchant,0,
23691,"Torrent fangeux",magie,0,
23692,"Torrent fangeux",magie,0,
23693,"Pulsation démoniaque",,0,
23694,"Pulsation démoniaque",magie,0,
23695,"Vague de souillure",magie,0,
23696,"Vague de souillure",magie,0,
23697,"Ruée chaotique",magie,0,
23698,"Coup de pied puissant",contondant,0,
23699,"瘴気の息",magie,0,
23700,"Tir de canon fortifié",magie,0,
23701,"Missiles magitek de 2 tonz",magie,0,
23702,"",magie,0,
23703,"Projectile à impact terrestre",magie,0,
23704,"Détonation",magie,0,
23705,"Échappement",magie,200,
23706,"Griffes magitek",tranchant,170,
23707,"",magie,0,
23708,"Projectile d'éther",magie,0,
23709,"Flamme sacrée céleste",magie,0,
23710,"Réaction défensive",magie,0,
23711,"Porte d'outre-monde",,0,
23712,"Mauvais présage magismologique",,0,
23713,"Mauvais présage magismologique",,0,
23714,"Mauvais présage magismologique",,0,
23715,"Terreur ultime magismologique",magie,0,
23716,"Laser magismologique",magie,0,
23717,"Laser magismologique",magie,0,
23718,"Explosion",magie,0,
23719,"Explosion",magie,0,
23720,"Explosion",magie,0,
23721,"Explosion",magie,0,
23722,"Explosion",magie,0,
23723,"Explosion",magie,0,
23724,"Éjection de drones",,0,
23725,"",,0,
23726,"Canon d'assaut",magie,0,
23727,"Giga Mort renforcée",,0,
23728,"Giga Mort renforcée",magie,0,
23729,"Colonne lumineuse magismologique",,0,
23730,"Colonne lumineuse magismologique",magie,0,
23731,"Onde d'éther",,0,
23732,"Onde d'éther",magie,0,
23733,"Éthéroplasma",magie,0,
23734,"Fusion explosive",magie,0,
23735,"Surrégime du moteur "V"",,0,
23736,"Surrégime du moteur "V"",magie,0,
23737,"Pilier de Shams",magie,0,
23738,"Pilier de Shams",magie,0,
23739,"Pilier de Shams",magie,0,
23740,"Pilier de Shams",magie,0,
23741,"",,0,
23742,"Pilier de Shams",magie,0,
23743,"Nox renforcée",,0,
23744,"Nox renforcée",magie,0,
23745,"Nox renforcée",magie,0,
23746,"Fracas mortel",contondant,0,
23747,"Fracas mortel",magie,0,
23748," Rayon de la mort renforcé",,0,
23749," Rayon de la mort renforcé",magie,0,
23750,"Éther explosif",,0,
23751,"Éther explosif",magie,0,
23752,"",,0,
23753,"",,0,
23754,"",,0,
23755,"",,0,
23756,"",,0,
23757,"",,0,
23758,"",,0,
23759,"",,0,
23760,"",,0,
23761,"",,0,
23762,"",,0,
23763,"",,0,
23764,"",,0,
23765,"",,0,
23766,"",,0,
23767,"",,0,
23768,"",,0,
23769,"",,0,
23770,"",,0,
23771,"",,0,
23772,"",,0,
23773,"",,0,
23774,"",,0,
23775,"",,0,
23776,"",,0,
23777,"",,0,
23778,"",,0,
23779,"",,0,
23780,"",,0,
23781,"",,0,
23782,"",,0,
23783,"",,0,
23784,"",,0,
23785,"",,0,
23786,"",,0,
23787,"",,0,
23788,"Combo de lame",tranchant,0,
23789,"Combo de lame",tranchant,0,
23790,"Lame virevoltante",tranchant,0,
23791,"Grand coup horizontal",tranchant,0,
23792,"Grand coup tournoyant",tranchant,0,
23793,"Transfert",,0,
23794,"Transfert",,0,
23795,"Griffes magitek",tranchant,0,
23796,"Terminus Est",,0,
23797,"Terminus Est",magie,0,
23798,"Terminus Est",magie,0,
23799,"Rayon cubique",magie,0,
23800,"Napalm",magie,0,
23801,"Combinaison",,0,
23802,"Déluge de rayons magitek",magie,0,
23803,"Déluge de rayons magitek",magie,0,
23804,"Rayon magitek surpuissant",magie,0,
23805,"Attaque puissante",,0,
23806,"Champ électromagnétique",,0,
23807,"Balayage avant arrière",,0,
23808,"Balayage avant arrière",perforant,0,
23809,"Balayage avant arrière",perforant,0,
23810,"Balayage avant arrière",magie,0,
23811,"Balayage avant arrière",magie,0,
23812,"Recherche de cible",,0,
23813,"Laser satellite",magie,0,
23814,"Laser satellite",magie,0,
23815,"Choc électromagnétique",,0,
23816,"Tour de contrôle",magie,0,
23817,"Sanction",tranchant,0,
23818,"Écroulement",contondant,0,
23819,"Exhaussement du flux",magie,0,
23820,"Exhaussement du flux",magie,0,
23821,"Taille suprême",tranchant,0,
23822,"Taille suprême",tranchant,0,
23823,"Rocher",magie,0,
23824,"Fatalité naturelle",magie,0,
23825,"Aplatissoir",magie,0,
23826,"Éruption tectonique",magie,0,
23827,"Trancheur rocheux",tranchant,0,
23828,"Giga Séisme ancien",magie,0,
23829,"Giga Séisme ancien",magie,0,
23830,"Tour de contrôle",magie,0,
23831,"Chapelet de tours de contrôle",magie,0,
23832,"Sanction",tranchant,0,
23833,"Tour de contrôle",magie,0,
23834,"Chapelet de tours de contrôle",magie,0,
23835,"Épiphanie des conquérants",,0,
23836,"Jeté de gant",,0,
23837,"Pulsation sismique concentrée",magie,0,
23838,"Onde brise-terre",magie,0,
23839,"Onde brise-terre",magie,0,
23840,"Onde brise-terre",magie,0,
23841,"Onde fracturante",magie,0,
23842,"Onde fracturante",magie,0,
23843,"Lamentation sanglante",tranchant,0,
23844,"Pulsation sismique",magie,0,
23845,"Onde brise-terre",magie,0,
23846,"Onde brise-terre",magie,0,
23847,"Onde brise-terre",magie,0,
23848,"Onde fracturante",magie,0,
23849,"Onde fracturante",magie,0,
23850,"Rafales furieuses",tranchant,0,
23851,"Rafales furieuses",magie,0,
23852,"Boule de feu infernal",magie,0,
23853,"Feu infernal en croix",magie,0,
23854,"Feu infernal en croix",magie,0,
23855,"Gigantesque bouleversement",magie,0,
23856,"Gigantesque bouleversement",magie,0,
23857,"Gigantesque bouleversement",magie,0,
23858,"Gigantesque bouleversement",magie,0,
23859,"Séisme ombral",magie,0,
23860,"Séisme ombral",magie,0,
23861,"Séisme ombral",magie,0,
23862,"Séisme ombral",magie,0,
23863,"Rugissement désorientant",magie,0,
23864,"Ignescence auguste",magie,0,
23865,"Carbonisation auguste",magie,0,
23866,"Carbonisation auguste",magie,0,
23867,"Fusion auguste",magie,0,
23868,"Fusion auguste",magie,0,
23869,"",,0,
23870,"Double fracassage",tranchant,0,
23871,"Combustion hypothermique",magie,600,
23872,"Ruée chaotique",magie,0,
23873,"Explosion",magie,0,
23874,"",tranchant,0,
23875,"Orage gigantesque",tranchant,0,
23876,"Orage gigantesque",tranchant,0,
23877,"Orage gigantesque",tranchant,0,
23878,"Orage gigantesque",tranchant,0,
23879,"Orage gigantesque",tranchant,0,
23880,"Ruine-cœur",tranchant,0,
23881,"Ruine-cœur",tranchant,0,
23882,"Ruine-cœur",tranchant,0,
23883,"Munitions percutantes",,0,
23884,"Munitions courte portée",,0,
23885,"Pistobardiche",perforant,0,
23886,"Pistobardiche",perforant,0,
23887,"Mine magitek",,0,
23888,"",magie,0,
23889,"",magie,0,
23890,"Explosion",magie,0,
23891,"Grosse explosion",magie,0,
23892,"Détonation de mine",,0,
23893,"Visée des points faibles",perforant,0,
23894,"Détecteur de mouvement",,0,
23895,"Détecteur de mouvement",magie,0,
23896,"Explosion guidée",,0,
23897,"Explosion guidée",magie,0,
23898,"Explosion guidée",magie,0,
23899,"Impulsion magitek",,0,
23900,"Spirale empalante",perforant,0,
23901,"Feux croisés",,0,
23902,"Tir éthéré",magie,0,
23903,"",,0,
23904,"Orage titanesque",tranchant,0,
23905,"Orage titanesque",tranchant,0,
23906,"",tranchant,0,
23907,"Pierre de rapatriement",,25,
23908,"Extra Cuirasse oubliée",magie,25,
23909,"Bouillonnement oublié",magie,25,
23910,"Ravage oublié",tranchant,25,
23911,"Rideau de lumière",,25,
23912,"Auréole oubliée",magie,25,
23913,"Avalanche de sorts oubliée",,900,
23914,"Assassinat oublié",,150,
23915,"Bouclier II oublié",magie,25,
23916,"Barrière II oubliée",magie,25,
23917,"Vitalité oubliée",magie,25,
23918,"Impulsion oubliée",,300,
23919,"Excellence oubliée",,3000,
23920,"Maxi Soin oublié",magie,1800,
23921,"Rage sanguinaire oubliée",,1800,
23922,"Élixir de la résistance",,900,
23923,"Fusion auguste",magie,0,
23924,"Fusion auguste",magie,0,
23925,"",tranchant,0,
23926,"Iceberg",magie,600,
23927,"Banquise",magie,0,
23928,"Charge givrée",,0,
23929,"",magie,0,
23930,"",magie,0,
23931,"Orage tailladant",tranchant,0,
23932,"Explosion magitek",magie,0,
23933,"Coup de vent tailladant",tranchant,0,
23934,"Coup de vent tailladant",tranchant,0,
23935,"Demande de bombardement incendiaire",,0,
23936,"Charge de la cavalerie",tranchant,0,
23937,"Bombe incendiaire",magie,0,
23938,"Combustion",magie,0,
23939,"Ruée cavalière",tranchant,0,
23940,"Ruée cavalière",tranchant,0,
23941,"爆発",magie,0,
23942,"大爆発",magie,0,
23943,"Ruée armée",tranchant,0,
23944,"Déflagration adjacente",,0,
23945,"Déflagration adjacente",magie,0,
23946,"Déflagration distante",,0,
23947,"Déflagration distante",magie,0,
23948,"Demande de bombardement à l'aveugle",,0,
23949,"Bombardement à l'aveugle",magie,0,
23950,"Demande de frappe chirurgicale",,0,
23951,"Frappe chirurgicale",magie,0,
23952,"Électrochoc magitek",magie,0,
23953,"Éruption à retardement",,0,
23954,"Interruption du temps",,0,
23955,"Reprise du temps",,0,
23956,"Éruption à retardement",magie,0,
23957,"Bombe à retardement",,0,
23958,"Bombe à retardement",magie,0,
23959,"Cyclone écarlate",perforant,0,
23960,"Éruption",magie,0,
23961,"Feu",magie,0,
23962,"Giga Feu",,0,
23963,"Giga Feu",magie,0,
23964,"Drain fulminant",,0,
23965,"",,0,
23966,"Drain fulminant",magie,0,
23967,"Éclair de foudre",,0,
23968,"Éclair de foudre",magie,0,
23969,"Tonnerre lointain",magie,0,
23970,"Vents tournoyants",magie,0,
23971,"Attaque fulminante",,0,
23972,"Attaque fulminante",magie,0,
23973,"Attaque fulminante",magie,0,
23974,"Flamme",,0,
23975,"Flamme",magie,0,
23976,"Combustion",magie,0,
23977,"Balayage caudal avant",tranchant,0,
23978,"Balayage caudal arrière",tranchant,0,
23979,"Charybde",,0,
23980,"Charybde",magie,0,
23981,"Rugissement",,0,
23982,"Rugissement",magie,0,
23983,"Fulguration",,0,
23984,"Fulguration",magie,0,
23985,"Crocs perforants",tranchant,0,
23986,"Spirale empalante",,0,
23987,"Spirale empalante",tranchant,0,
23988,"",,0,
23989,"Cercle enflammé magitek",magie,0,
23990,"Cercle enflammé mobile",magie,0,
23991,"Rayon croisé magitek",magie,0,
23992,"Rayon croisé mobile",magie,0,
23993,"Cercle enflammé mobile",,0,
23994,"Cercle enflammé mobile",,0,
23995,"Cercle enflammé mobile",,0,
23996,"Cercle enflammé mobile",,0,
23997,"Rayon croisé mobile",,0,
23998,"Rayon croisé mobile",,0,
23999,"Rayon croisé mobile",,0,
24000,"Rayon croisé mobile",,0,
24001,"Commande missile",,0,
24002,"Missile antipersonnel",magie,0,
24003,"Salve de missiles",magie,0,
24004,"Missiles sol-sol",magie,0,
24005,"Rayon magitek surpuissant",magie,0,
24006,"Atterrissage",magie,0,
24007,"Atterrissage",magie,0,
24008,"",,0,
24009,"À l'écoute du maître",,0,
24010,"Plongeon frénétique",contondant,0,
24011,"Pulsation glaciale",magie,0,
24012,"Croix auguste",magie,0,
24013,"Tempête de plumes auguste",magie,0,
24014,"Vague explosive",magie,0,
24015,"Explosion",magie,0,
24016,"Plongeon frénétique",contondant,0,
24017,"Pentasouffle",,0,
24018,"Pentasouffle",magie,0,
24019,"Croix auguste",magie,0,
24020,"Lacération du Roi bestial",tranchant,0,
24021,"Autorité",magie,0,
24022,"",,0,
24023,"",,0,
24024,"Constriction",,0,
24025,"Luna-Gungnir",perforant,0,
24026,"Luna-Gungnir",perforant,0,
24027,"Gungnir",,0,
24028,"Gungnir",,0,
24029,"Gungnir",perforant,0,
24030,"Gagnrath",perforant,0,
24031,"Uhen Zantetsuken",,0,
24032,"Uhen Zantetsuken",magie,0,
24033,"Sahen Zantetsuken",,0,
24034,"Sahen Zantetsuken",magie,0,
24035,"Goku Zantetsuken",magie,0,
24036,"Einherjar",magie,0,
24037,"Ganas spirituels",,0,
24038,"Brasier",magie,30,
24039,"Gel",magie,30,
24040,"Entaille sanglante",,0,
24041,"Chandrahas",magie,0,
24042,"Rose de la fortification",,0,
24043,"Rose du rayonnement",magie,0,
24044,"Rose de la conquête",,0,
24045,"",,0,
24046,"Explosion",magie,0,
24047,"Garde axiale",,0,
24048,"Revengeance",magie,0,
24049,"Incarnation du scarabée",,0,
24050,"",,0,
24051,"Lame aveuglante",tranchant,0,
24052,"Atma-Linga",magie,0,
24053,"",,0,
24054,"Cyclone écarlate",magie,0,
24055,"",,0,
24056,"Panache radiant",,0,
24057,"Panache radiant",magie,0,
24058,"Flammes de l'enfer",magie,0,
24059,"Flammes de l'enfer",magie,0,
24060,"Hurlement infernal",,0,
24061,"Hurlement infernal",,0,
24062,"Hurlement infernal",magie,0,
24063,"Incinération",magie,0,
24064,"Explosion volcanique",magie,0,
24065,"Rayon magitek",magie,300,
24066,"Grand sabot du destin",,300,
24067,"Canon magitek",magie,150,
24068,"Laser diffractif",magie,300,
24069,"Napalm magitek",magie,180,
24070,"Missiles magitek",magie,300,
24071,"Pluie d'éclats",,0,
24072,"Fragmentation cristalline",perforant,0,
24073,"Explosion résonante",tranchant,0,
24074,"Explosion résonante",tranchant,0,
24075,"Explosion résonante",,0,
24076,"Explosion résonante",,0,
24077,"Dards cristallins",perforant,0,
24078,"Dards éthérés",magie,0,
24079,"Amas de sable",,0,
24080,"Subduction",magie,0,
24081,"Briseur de terre",,0,
24082,"Briseur de terre",magie,0,
24083,"Briseur de terre",magie,0,
24084,"Briseur de terre",magie,0,
24085,"Aiguille cristalline",perforant,0,
24086,"Coup d'éclats",,0,
24087,"Coup d'éclats",perforant,0,
24088,"Feu grêleux",,0,
24089,"Feu grêleux",perforant,0,
24090,"",,0,
24091,"cri du coq",magie,0,
24092,"ruée gallinacée",magie,25,
24093,"Absorption psychique",magie,0,
24094,"Supplice",,0,
24095,"Supplice",magie,0,
24096,"Armée des morts",,0,
24097,"Cadavre vivant",,0,
24098,"Chaîne de sorts",,0,
24099,"Émanations psychiques",magie,0,
24100,"Émanations psychiques",magie,0,
24101,"Émanations psychiques",magie,0,
24102,"Émanations psychiques",magie,0,
24103,"Lame écarlate",tranchant,0,
24104,"Cyclone de sang",tranchant,0,
24105,"Courant ensorcelé",,0,
24106,"Courant ensorcelé",magie,0,
24107,"Cercle de sanctuarisation",magie,0,
24108,"Roches ensorcelées",magie,0,
24109,"Vents ensorcelés",magie,0,
24110,"Agresseur",,0,
24111,"Flamme entropique",magie,0,
24112,"Brasier noir",magie,0,
24113,"Offrande d'âme",,0,
24114,"Choc",magie,0,
24115,"Éclat de la pureté",,0,
24116,"Éclat de la pureté",magie,0,
24117,"一角獣の望み",,0,
24118,"一角獣の望み",magie,0,
24119,"Ruine",magie,0,
24120,"ジャム",magie,0,
24121,"Appel des tempêtes",,0,
24122,"Explosion",magie,0,
24123,"Bec-lame",tranchant,0,
24124,"Chant de la vacuité",,0,
24125,"Chant de la vacuité",magie,0,
24126,"Accès de rage",,0,
24127,"Accès de rage",magie,0,
24128,"Préfiguration",,0,
24129,"Double d'ombres",,0,
24130,"Pulsation glaciale",magie,0,
24131,"Tempête de douleur",magie,0,
24132,"Rafale suppliciante",magie,0,
24133,"Préfiguration",magie,0,
24134,"Préfiguration",magie,0,
24135,"Préfiguration",magie,0,
24136,"Lame rapide",tranchant,0,
24137,"Percée véritable",perforant,0,
24138,"Napalm magitek",magie,0,
24139,"Échappement",magie,0,
24140,"Bras gauche : Taillade",tranchant,0,
24141,"Déchiquetage",perforant,0,
24142,"Effondrement planétaire",magie,0,
24143,"Rayon magitek",magie,0,
24144,"Napalm magitek",magie,0,
24145,"Course folle",contondant,0,
24146,"Roue",contondant,0,
24147,"Laser diffractif",magie,0,
24148,"Turbine",,0,
24149,"Turbine",magie,0,
24150,"Aqua-tir",magie,0,
24151,"Cyclone de feu",magie,0,
24152,"Explosion",magie,0,
24153,"Vent mort",,0,
24154,"Eau morte",,0,
24155,"Feu mort",,0,
24156,"Vent mort",,0,
24157,"Eau morte",,0,
24158,"Feu mort",,0,
24159,"Vent mort",,0,
24160,"Eau morte",,0,
24161,"Feu mort",,0,
24162,"Vent mort",magie,0,
24163,"Eau morte",magie,0,
24164,"Feu mort",magie,0,
24165,"",magie,0,
24166,"大氷山",magie,100,
24167,"Roche glacée",magie,600,
24168,"Pater Patriae",magie,0,
24169,"Charge givrée",,0,
24170,"●ナパーム",magie,0,
24171,"●ナパーム",magie,0,
24172,"Éruption à retardement",,0,
24173,"Éruption à devancement",,0,
24174,"Éruption à retardement",magie,0,
24175,"Éruption à retardement",magie,0,
24176,"Éruption à devancement",magie,0,
24177,"Éruption à devancement",magie,0,
24178,"Phenex",,0,
24179,"Plongeon embrasé",magie,0,
24180,"Bourrasque incandescente",,0,
24181,"Bourrasque incandescente",magie,0,
24182,"Hyperpyroplexie",,0,
24183,"Pyroplexie",magie,0,
24184,"Pyroclysme",magie,0,
24185,"",,0,
24186,"Croix suprême enflammée",,0,
24187,"Croix suprême enflammée",magie,0,
24188,"Pyrokinésie",,0,
24189,"Pyrokinésie",magie,0,
24190,"",,0,
24191,"Combustion",magie,0,
24192,"Immolation",magie,0,
24193,"",,0,
24194,"Pyrokinésie",,0,
24195,"Éruption à retardement",,0,
24196,"Éruption à devancement",,0,
24197,"Phenex",,0,
24198,"Hyperpyroplexie",,0,
24199,"Flamme de Mannatheihwo",,0,
24200,"Flamme de Mannatheihwo",magie,0,
24201,"Flamme de Mannatheihwo",magie,0,
24202,"Flamme de Mannatheihwo",magie,0,
24203,"Marque au fer rouge droit",tranchant,0,
24204,"Marque au fer rouge gauche",tranchant,0,
24205,"Double incantation",,0,
24206,"Pyrodoxie",magie,0,
24207,"Pyrocrisie",magie,0,
24208,"Lame calcinante",tranchant,0,
24209,"Grande épée",tranchant,200,
24210,"Exutoire à céruleum",magie,0,
24211,"Cercle de la mort",contondant,200,
24212,"Canon d'assaut",magie,80,
24213,"Laser surpuissant",magie,0,
24214,"Piège laser",magie,0,
24215,"拡散レーザー",magie,200,
24216,"ナパーム",magie,260,
24217,"ナパームサークル",magie,260,
24218,"グランドソード",tranchant,260,
24219,"エグゾースト",magie,260,
24220,"Champ électromagnétique",magie,200,
24221,"Champ magitek",,600,
24222,"Champ électromagnétique",magie,0,
24223,"Choc électromagnétique",magie,0,
24224,"Exutoire à céruleum",magie,300,
24225,"Taillade magitek",tranchant,0,
24226,"Taillade magitek",tranchant,0,
24227,"Taillade magitek",tranchant,0,
24228,"Attaque puissante",,0,
24229,"Attaque puissante",contondant,0,
24230,"Attaque puissante",contondant,0,
24231,"Attaque puissante",magie,0,
24232,"Déploiement de sphères",,0,
24233,"Réplication",,0,
24234,"Balles magiques percutantes α",,0,
24235,"Balles magiques percutantes α",magie,0,
24236,"Rafale magique",magie,0,
24237,"Projectile anti-magie",,0,
24238,"Bond",,0,
24239,"Bond",contondant,0,
24240,"",contondant,0,
24241,"Charge",contondant,0,
24242,"Balles magiques percutantes β",,0,
24243,"Balles magiques percutantes β",magie,0,
24244,"Explosion",magie,0,
24245,"Rugissement",magie,0,
24246,"",magie,0,
24247,"Bras droit : Électrochoc",magie,0,
24248,"Bras droit : Électrochoc",magie,0,
24249,"Bras gauche : Dépassement de limites",,0,
24250,"Bras droit : Dépassement de limites",,0,
24251,"Bras gauche : Métaillade",,0,
24252,"Bras gauche : Métaillade",,0,
24253,"Bras gauche : Métaillade",tranchant,0,
24254,"Bras gauche : Métaillade",tranchant,0,
24255,"Bras gauche : Métaillade",tranchant,0,
24256,"Bras gauche : Métaillade",tranchant,0,
24257,"Bras droit : Comète",,0,
24258,"Bras droit : Comète",magie,0,
24259,"Bras droit : Comète",magie,0,
24260,"Bras droit : Comète",magie,0,
24261,"Unité bras",,0,
24262,"Unité bras",,0,
24263,"Division cellulaire",,0,
24264,"",,0,
24265,"Bras droit : Électrochoc",magie,0,
24266,"Bras droit : Électrochoc",magie,0,
24267,"Bras gauche : Taillade",tranchant,0,
24268,"Bras gauche : Onde déflagrante",,0,
24269,"Bras gauche : Onde déflagrante",magie,0,
24270,"Bras droit : Rayon atomique",,0,
24271,"Bras droit : Rayon atomique",magie,0,
24272,"Bras droit : Rayon atomique",,0,
24273,"Bras droit : Rayon atomique",magie,0,
24274,"Bras droit : Rayon atomique",magie,0,
24275,"Bras droit : Rayon atomique",magie,0,
24276,"Fleur-de-glace",,70,
24277,"Méga musculation",magie,60,
24278,"Choco-désignation",magie,60,
24279,"Précaution porcine",magie,60,
24280,"Éthérotondeuse",magie,25,
24281,"",perforant,0,
24282,"Rupture éthérée",magie,0,
24283,"Dosis",magie,25,
24284,"Diagnosis",magie,25,
24285,"Kardia",,50,
24286,"Prognosis",magie,25,
24287,"Egeiro",magie,25,
24288,"Physis",,600,
24289,"Phlegma",magie,400,
24290,"Eukrasia",,25,
24291,"Diagnosis eucrasique",magie,15,
24292,"Prognosis eucrasique",magie,15,
24293,"Dosis eucrasique",magie,15,
24294,"Soteria",,900,
24295,"Ikaros",,450,
24296,"Druochole",,10,
24297,"Dyskrasia",magie,25,
24298,"Kerachole",,300,
24299,"Ixochole",,300,
24300,"Zoe",,1200,
24301,"Pepsis",,300,
24302,"Physis II",,600,
24303,"Taurochole",,450,
24304,"Toxikon",magie,25,
24305,"Haima",,1200,
24306,"Dosis II",magie,25,
24307,"Phlegma II",magie,400,
24308,"Dosis eucrasique II",magie,15,
24309,"Rizomata",,900,
24310,"Holos",,1200,
24311,"Panhaima",,1200,
24312,"Dosis III",magie,25,
24313,"Phlegma III",magie,400,
24314,"Dosis eucrasique III",magie,15,
24315,"Dyskrasia II",magie,25,
24316,"Toxikon II",magie,25,
24317,"Krasis",,600,
24318,"Pneuma",magie,1200,
24319,"",perforant,0,
24320,"Explosion céruléenne",magie,0,
24321,"Pyrokinésie",magie,0,
24322,"Ailes du roi du néant",magie,0,
24323,"Terminus Est",,0,
24324,"Ignis Est",,0,
24325,"Ventus Est",,0,
24326,"Explosion céruléenne",magie,0,
24327,"Terminus Est",magie,0,
24328,"Ignis Est",magie,0,
24329,"Ignis Est",magie,0,
24330,"Ventus Est",magie,0,
24331,"Ventus Est",magie,0,
24332,"Ordre tactique : Infanterie de soutien",,0,
24333,"Pluie de missiles antipersonnel",,0,
24334,"Impact de missile",magie,0,
24335,"Analyse",,0,
24336,"Missiles sol-sol",,0,
24337,"Missiles sol-sol",magie,0,
24338,"Rayon magitek tous azimuts",,0,
24339,"Rayon magitek tous azimuts",magie,0,
24340,"Turbine",,0,
24341,"Turbine",magie,0,
24342,"Courroux des cieux",magie,60,
24343,"Aqua-tir",magie,0,
24344,"Nageoire trempée",magie,180,
24345,"Cyclone de feu",magie,0,
24346,"Cyclone de feu",magie,0,
24347,"Pyroplexie",,0,
24348,"Pyroplexie",magie,0,
24349,"Pyroclysme",magie,0,
24350,"Invocation",,0,
24351,"Méga Séisme sanctifié",,0,
24352,"Méga Séisme sanctifié",magie,0,
24353,"Vent de nord",,0,
24354,"Vent de sud",,0,
24355,"",,0,
24356,"Bourrasque perforante",magie,0,
24357,"Bourrasque latérale",magie,0,
24358,"Appel des tempêtes",,0,
24359,"Appel des tempêtes",magie,0,
24360,"Chant de la vacuité",,0,
24361,"Chant de la vacuité",magie,0,
24362,"Pulsation glaciale",magie,0,
24363,"Tempête de douleur",magie,0,
24364,"Rafale suppliciante",magie,0,
24365,"Pulsation glaciale",magie,0,
24366,"Tempête de douleur",magie,0,
24367,"Rafale suppliciante",magie,0,
24368,"Préfiguration",,0,
24369,"Double d'ombres",,0,
24370,"Ordre tactique : Infanterie de soutien",,0,
24371,"",perforant,60,
24372,"",tranchant,60,
24373,"Tranchage",tranchant,25,
24374,"Tranchage blafard",tranchant,25,
24375,"Tranchage infernal",tranchant,25,
24376,"Faux tournoyante",tranchant,25,
24377,"Faux cauchemardesque",tranchant,25,
24378,"Ombre de la mort",tranchant,25,
24379,"Tourbillon de la mort",tranchant,25,
24380,"Tranchage animique",tranchant,300,
24381,"Faux animique",tranchant,300,
24382,"Gibet",tranchant,25,
24383,"Potence",tranchant,25,
24384,"Guillotine",tranchant,25,
24385,"Moisson abondante",tranchant,25,
24386,"Harpé",magie,25,
24387,"Semence d'âmes",,25,
24388,"Lune des moissons",magie,25,
24389,"Fétu ensanglanté",tranchant,10,
24390,"Gibet suppliciant",tranchant,10,
24391,"Potence suppliciante",tranchant,10,
24392,"Andain sinistre",tranchant,10,
24393,"Gloutonnerie",magie,600,
24394,"Linceul du lémure",,50,
24395,"Fauchage du néant",tranchant,25,
24396,"Fauchage croisé",tranchant,25,
24397,"Fauchage sinistre",tranchant,25,
24398,"Communio",magie,25,
24399,"Tranchage du lémure",tranchant,10,
24400,"Faux du lémure",tranchant,10,
24401,"Intrusion de l'enfer",,200,
24402,"Retraite de l'enfer",,200,
24403,"Repli",,10,
24404,"Blason arcanique",,300,
24405,"Cercle arcanique",,1200,
24406,"Attaque rhino",contondant,120,
24407,"Beuglement",magie,180,
24408,"Canon d'artillerie",magie,180,
24409,"Coup de tête",contondant,150,
24410,"ディセバーメント",tranchant,120,
24411,"Haleine engourdissante",magie,180,
24412,"Coup de fouet",contondant,180,
24413,"Cercle de la mort",contondant,180,
24414,"Napalm magitek",magie,180,
24415,"Toucher de terreur",magie,120,
24416,"Justice de fer",tranchant,180,
24417,"Rayon magitek",magie,150,
24418,"Petite griffe",tranchant,120,
24419,"Haleine empoisonnée",magie,150,
24420,"Champi-agaricus",magie,180,
24421,"Vasoconstricteur",magie,180,
24422,"Laser diffractif",magie,180,
24423,"Mâchonnage",tranchant,120,
24424,"Napalm magitek",magie,180,
24425,"Grande épée",tranchant,180,
24426,"Soupir maudit",magie,180,
24427,"Emmêlement",perforant,180,
24428,"Torgnole",contondant,120,
24429,"Méga électrochoc",magie,180,
24430,"Chagrin de goobbue",magie,180,
24431,"Roue",contondant,120,
24432,"Piétinement de la mort",magie,180,
24433,"Canon",magie,180,
24434,"Coup de tête",contondant,150,
24435,"Haleine fétide",magie,180,
24436,"Rafale d'épines",perforant,180,
