key,0,1,2
#,Name,AttackType,Recast<100ms>
int32,str,int32,int32
19918,"Shattered World",魔法,0,
19919,"Akh Morn",,0,
19920,"Frost Armor",,0,
19921,"Shining Armor",魔法,0,
19922,"Drachen Armor",,0,
19923,"attack",打,0,
19924,"Mirror, Mirror",,0,
19925,"Shining Armor",,0,
19926,"Frost Armor",,0,
19927,"Absolute Zero",魔法,0,
19928,"Heavenly Strike",魔法,0,
19929,"the Path of Light",,0,
19930,"Double Slap",斬,0,
19931,"Biting Frost",斬,0,
19932,"Driving Frost",斬,0,
19933,"Twin Stillness",斬,0,
19934,"Twin Silence",斬,0,
19935,"Twin Silence",斬,0,
19936,"Twin Stillness",斬,0,
19937,"Diamond Frost",魔法,0,
19938,"Axe Kick",斬,0,
19939,"Scythe Kick",斬,0,
19940,"Spiteful Dance",斬,0,
19941,"Embittered Dance",斬,0,
19942,"Embittered Dance",斬,0,
19943,"Spiteful Dance",斬,0,
19944,"Light Rampant",魔法,0,
19945,"Shattered World",魔法,0,
19946,"Banish",,0,
19947,"Banish",,0,
19948,"Holy",,0,
19949,"Holy",,0,
19950,"Shock Spikes",魔法,0,
19951,"Stoneskin",魔法,0,
19952,"Frost Armor",,0,
19953,"Shining Armor",魔法,0,
19954,"",,0,
19955,"",,0,
19956,"",,0,
19957,"",,0,
19958,"Reflected Frost Armor",,0,
19959,"Reflected Shining Armor",魔法,0,
19960,"Reflected Biting Frost",斬,0,
19961,"Reflected Driving Frost",斬,0,
19962,"Reflected Axe Kick",斬,0,
19963,"Reflected Scythe Kick",斬,0,
19964,"Reflected Frost Armor",,0,
19965,"Reflected Shining Armor",魔法,0,
19966,"Reflected Biting Frost",斬,0,
19967,"Reflected Driving Frost",斬,0,
19968,"Reflected Axe Kick",斬,0,
19969,"Reflected Scythe Kick",斬,0,
19970,"Reflected Frost Armor",,0,
19971,"Reflected Shining Armor",魔法,0,
19972,"Reflected Biting Frost",斬,0,
19973,"Reflected Driving Frost",斬,0,
19974,"Reflected Axe Kick",斬,0,
19975,"Reflected Scythe Kick",斬,0,
19976,"Frigid Water",魔法,0,
19977,"Frigid Eruption",魔法,0,
19978,"Icicle Impact",魔法,0,
19979,"the Path of Light",魔法,0,
19980,"Bright Hunger",魔法,0,
19981,"Inescapable Illumination",魔法,0,
19982,"Banish",魔法,0,
19983,"Banish Divided",魔法,0,
19984,"Holy",魔法,0,
19985,"Holy Divided",魔法,0,
19986,"Heart Asunder",魔法,0,
19987,"Skyfall",魔法,0,
19988,"Skyfall",魔法,0,
19989,"Shattered World",魔法,0,
19990,"Shattered World",魔法,0,
19991,"Endless Ice Age",魔法,0,
19992,"",,0,
19993,"Rush",魔法,0,
19994,"Stand Firm",,15,
19995,"ネガティブオーラ",魔法,0,
19996,"",,0,
19997,"Seize",,12,
19998,"Birdlime",,50,
19999,"Untamed Current",魔法,0,
20000,"Puppet",,0,
20001,"Crushing Gaze",魔法,0,
20002,"Retinal Glare",魔法,0,
20003,"Sweeping Gouge",打,0,
20004,"Barreling Smash",突,0,
20005,"Scrutiny",,0,
20006,"Luminous Ray",魔法,0,
20007,"Luminous Ray",魔法,0,
20008,"Absolute Zero",魔法,0,
20009,"",魔法,0,
20010,"Ectoplasmic Ray",魔法,0,
20011,"Landing",魔法,0,
20012,"Cast",,0,
20013,"Temporary Current",魔法,0,
20014,"Conflag Strike",魔法,0,
20015,"Ferostorm",魔法,0,
20016,"Judgment Jolt",魔法,0,
20017,"",,0,
20018,"Unusable",,10,
20019,"Darkest Dance",打,0,
20020,"Explosion",魔法,0,
20021,"Earth Shaker",,0,
20022,"Obliteration",,0,
20023,"Falling Rock",打,0,
20024,"",,0,
20025,"",魔法,0,
20026,"Impact",打,0,
20027,"Impact",打,0,
20028,"Akh Morn",魔法,0,
20029,"Shock",魔法,0,
20030,"Peculiar Light",,30,
20031,"Peculiar Light",,30,
20032,"Wicked Cannon",魔法,0,
20033,"Soulshock",魔法,0,
20034,"Impact",打,0,
20035,"Cast",,0,
20036,"Temporary Current",魔法,0,
20037,"Conflag Strike",魔法,0,
20038,"Ferostorm",魔法,0,
20039,"Judgment Jolt",魔法,0,
20040,"Gigaflare",魔法,0,
20041,"Split Shot",突,30,
20042,"Dying Memory",打,0,
20043,"Plain Weirdness",,0,
20044,"Occluded Front",,0,
20045,"Ne'er-done-well",魔法,0,
20046,"Judgment Jolt",,0,
20047,"Magitek Torch",,0,
20048,"Magitek Spark",,0,
20049,"Dalamud Impact",魔法,0,
20050,"Dalamud Impact",魔法,0,
20051,"attack",打,0,
20052,"Empty Flood",魔法,0,
20053,"Empty Flood",魔法,0,
20054,"Empty Flood",,0,
20055,"Charybdis",,0,
20056,"Charybdis",魔法,0,
20057,"Return IV",,0,
20058,"Icicle Impact",魔法,0,
20059,"Thrum of Discord",魔法,0,
20060,"Elemental Impact",魔法,0,
20061,"Accessorize",,0,
20062,"",,0,
20063,"",魔法,0,
20064,"Dazzling Display",,30,
20065,"",魔法,0,
20066,"Divine Judgment Volts",,0,
20067,"Light's Course",打,0,
20068,"Light's Course",打,0,
20069,"",魔法,0,
20070,"Frigid Stone",魔法,0,
20071,"Meteor Stream",突,0,
20072,"Meteor Stream",突,0,
20073,"Ravensflight",打,0,
20074,"Ravensflight",打,0,
20075,"Ravensflight",打,0,
20076,"Ravensflight",打,0,
20077,"Ravensflight",斬,0,
20078,"Ravensflight",斬,0,
20079,"Ravensflight",斬,0,
20080,"Ravensflight",斬,0,
20081,"Meteor Stream",,0,
20082,"Meteor Stream",,0,
20083,"Bladedance",斬,0,
20084,"",,0,
20085,"",魔法,30,
20086,"",,0,
20087,"",,0,
20088,"",,0,
20089,"",,0,
20090,"",,0,
20091,"",,0,
20092,"Silver Shot",,0,
20093,"Silver Shot",魔法,0,
20094,"Away with Thee",,0,
20095,"Stone II",魔法,50,
20096,"Cure",魔法,25,
20097,"Cure II",魔法,25,
20098,"",斬,0,
20099,"",突,0,
20100,"",打,0,
20101,"",突,0,
20102,"",魔法,0,
20103,"",斬,0,
20104,"",,0,
20105,"Meteor Mine",,0,
20106,"Embolden",,600,
20107,"Festina Lente",斬,0,
20108,"Magitek Cannon",,0,
20109,"Magitek Cannon",魔法,0,
20110,"Magitek Cannon",魔法,0,
20111,"Enhanced Mobility",突,0,
20112,"",,0,
20113,"Integrated Scanner",,0,
20114,"Missile Launcher",,0,
20115,"Missile Launcher",魔法,0,
20116,"Cruise Missile",,0,
20117,"Cruise Missile",魔法,0,
20118,"Grasping Rancor",,0,
20119,"Spiteful Guillotine",打,0,
20120,"●怨嗟爆発",魔法,0,
20121,"Cannonfire",,30,
20122,"Cannonfire",,30,
20123,"Hellbrand",ブレス,0,
20124,"Spite Wave",,0,
20125,"Hateful Miasma",魔法,0,
20126,"Poisoned Words",魔法,0,
20127,"Taloned Gaze",,0,
20128,"Taloned Wings",,0,
20129,"Coffin Nails",魔法,0,
20130,"Stab",突,0,
20131,"the Grip of Poison",魔法,0,
20132,"Purifying Light",魔法,0,
20133,"●プリフィケーション",,0,
20134,"Fabled Hope",魔法,0,
20135,"",,0,
20136,"Laser Shower",,0,
20137,"Satellite Laser",魔法,0,
20138,"Diffractive Laser",魔法,0,
20139,"Rush",打,0,
20140,"Laser Shower",魔法,0,
20141,"Refracted Laser",魔法,0,
20142,"Ruin",魔法,0,
20143,"●指示",,0,
20144,"Lunar Dynamo",ブレス,0,
20145,"Iron Chariot",斬,0,
20146,"Light Leap",打,0,
20147,"Area Bombardment",,0,
20148,"Chemical Missile",魔法,0,
20149,"Tail Missile",,0,
20150,"Tail Missile",魔法,0,
20151,"Shockwave",打,0,
20152,"Explosive Flare",魔法,0,
20153,"Crippling Blow",突,0,
20154,"Plasma Field",魔法,0,
20155,"Fast Blade",斬,0,
20156,"Savage Blade",斬,0,
20157,"Ripping Blade",斬,0,
20158,"シールドロブ",斬,0,
20159,"Blood Cyclone",斬,0,
20160,"シールドバッシュ",打,0,
20161,"フェラルチャージ",打,0,
20162,"よびだす",,0,
20163,"Bestial Loyalty",,0,
20164,"Bestial Loyalty",,0,
20165,"Run Wild",魔法,0,
20166,"Run Wild",魔法,0,
20167,"しじをさせろ",,0,
20168,"ほんきだせ",,0,
20169,"Reward",魔法,0,
20170,"Wrath of the Forsaken",魔法,0,
20171,"Hard Beak",突,0,
20172,"Piercing Barrage",魔法,0,
20173,"Helldive",突,0,
20174,"Broadside Barrage",魔法,0,
20175,"Blindside Barrage",,0,
20176,"North Wind",,0,
20177,"South Wind",,0,
20178,"East Wind",,0,
20179,"West Wind",,0,
20180,"Rolling Barrage",,0,
20181,"Strong Wind",魔法,0,
20182,"Blindside Barrage",魔法,0,
20183,"",,0,
20184,"North Wind",魔法,0,
20185,"South Wind",魔法,0,
20186,"East Wind",魔法,0,
20187,"West Wind",魔法,0,
20188,"Rolling Barrage",魔法,0,
20189,"Gale Force",魔法,0,
20190,"Hard Beak",突,0,
20191,"Piercing Barrage",魔法,0,
20192,"",,0,
20193,"Wild Horn",突,0,
20194,"Blazing Meteor",魔法,0,
20195,"Zombie Bile",,0,
20196,"Zombie Juice",魔法,0,
20197,"Thunderbolt",魔法,0,
20198,"Zombie Breath",魔法,0,
20199,"Zombie Juice",魔法,0,
20200,"Wild Bolt",,0,
20201,"Wild Bolt",魔法,0,
20202,"Absolute Holy",魔法,0,
20203,"Absolute Stone III",魔法,0,
20204,"Absolute Blizzard III",魔法,0,
20205,"Absolute Fire III",魔法,0,
20206,"Absolute Flash",魔法,0,
20207,"Quintuplecast",,0,
20208,"",,0,
20209,"Coruscant Saber",斬,0,
20210,"Coruscant Saber",斬,0,
20211,"Imbued Saber",,0,
20212,"Imbued Saber",,0,
20213,"Imbued Saber",,0,
20214,"Imbued Saber",,0,
20215,"Radiant Braver",斬,0,
20216,"Radiant Braver",斬,0,
20217,"Radiant Desperado",斬,0,
20218,"Radiant Desperado",斬,0,
20219,"Limit Break",,0,
20220,"Radiant Meteor",魔法,0,
20221,"Suiton: San ",魔法,0,
20222,"Katon: San ",魔法,0,
20223,"Brimstone Earth",魔法,0,
20224,"Brimstone Earth",魔法,0,
20225,"Fire and Brimstone",魔法,0,
20226,"Deluge of Death",斬,0,
20227,"Meteor Impact",魔法,0,
20228,"Meteoric Burst",魔法,0,
20229,"Perfect Decimation",斬,0,
20230,"Flare Breath",魔法,0,
20231,"Cauterize",打,0,
20232,"Shining Wave",魔法,0,
20233,"Terror Unleashed",魔法,0,
20234,"The Bitter End",斬,0,
20235,"Elddragon Dive",魔法,0,
20236,"Solemn Confiteor",魔法,0,
20237,"Absolute Holy",魔法,0,
20238,"Absolute Blizzard III",魔法,0,
20239,"Absolute Fire III",魔法,0,
20240,"Coruscant Saber",斬,0,
20241,"Coruscant Saber",斬,0,
20242,"Imbued Absolute Fire III",,0,
20243,"Imbued Absolute Blizzard III",,0,
20244,"attack",,0,
20245,"Earthshatter",打,0,
20246,"Radiant Braver",斬,0,
20247,"Radiant Braver",斬,0,
20248,"Radiant Desperado",斬,0,
20249,"Radiant Desperado",斬,0,
20250,"Radiant Meteor",,0,
20251,"Radiant Meteor",魔法,0,
20252,"Suiton: San ",魔法,0,
20253,"Katon: San ",魔法,0,
20254,"Brimstone Earth",魔法,0,
20255,"Brimstone Earth",魔法,0,
20256,"Deluge of Death",斬,0,
20257,"Meteor Impact",魔法,0,
20258,"Meteoric Burst",魔法,0,
20259,"Perfect Decimation",斬,0,
20260,"Flare Breath",魔法,0,
20261,"Cauterize",打,0,
20262,"Shining Wave",魔法,0,
20263,"Terror Unleashed",魔法,0,
20264,"The Bitter End",斬,0,
20265,"Elddragon Dive",魔法,0,
20266,"Solemn Confiteor",魔法,0,
20267,"Absolute Holy",,0,
20268,"Absolute Stone III",,0,
20269,"Absolute Blizzard III",,0,
20270,"Absolute Fire III",,0,
20271,"Absolute Flash",,0,
20272,"Toad Choir",魔法,0,
20273,"Kick",打,250,
20274,"Fire Magick",魔法,250,
20275,"Canopy",打,100,
20276,"To the Limit",,0,
20277,"To the Limit",,0,
20278,"To the Limit",,0,
20279,"Specter of Light",,0,
20280,"Suiton: San ",,0,
20281,"Katon: San ",,0,
20282,"Brimstone Earth",,0,
20283,"Deluge of Death",,0,
20284,"Twincast",,0,
20285,"Twincast",,0,
20286,"Perfect Decimation",,0,
20287,"Summon",,0,
20288,"Flare Breath",,0,
20289,"Summon Wyrm",,0,
20290,"Sword of Light",,0,
20291,"Solemn Confiteor",,0,
20292,"True Hallowed Ground",,0,
20293,"",,0,
20294,"",,0,
20295,"Verdant Tornado",魔法,250,
20296,"",,0,
20297,"Imbued Coruscance",斬,0,
20298,"Imbued Coruscance",斬,0,
20299,"Imbued Coruscance",斬,0,
20300,"Imbued Coruscance",斬,0,
20301,"Judgment Jolt",魔法,0,
20302,"Redress",,0,
20303,"Redress",,0,
20304,"Black Paint",,10,
20305,"Fell Forces",魔法,0,
20306,"Elemental Impact",魔法,0,
20307,"Elemental Impact",魔法,0,
20308,"Elemental Impact",魔法,0,
20309,"Elemental Impact",魔法,0,
20310,"Elemental Impact",魔法,0,
20311,"Necromancy",,0,
20312,"Necromancy",,0,
20313,"Necroburst",,0,
20314,"Necroburst",,0,
20315,"黒い雫",魔法,0,
20316,"Dark Deluge",,0,
20317,"Dark Deluge",魔法,0,
20318,"Twisted Touch",魔法,0,
20319,"Skyrending Swing",,0,
20320,"Chaos Storm",魔法,0,
20321,"Absolute Dark II",魔法,0,
20322,"Burst",魔法,0,
20323,"Death Throes",魔法,0,
20324,"Burst",魔法,0,
20325,"Optimized Judgment",魔法,0,
20326,"Tail Swing",打,0,
20327,"Sapphire Ray",魔法,0,
20328,"Siderays",魔法,0,
20329,"Siderays",魔法,0,
20330,"Swiftbreach",魔法,0,
20331,"Turret",魔法,0,
20332,"Magitek Ray",魔法,0,
20333,"",魔法,0,
20334,"Self-destruct",魔法,0,
20335,"Activate",魔法,0,
20336,"Magitek Spread",魔法,0,
20337,"",魔法,0,
20338,"Flood Ray",魔法,0,
20339,"Servant Roar",魔法,0,
20340,"Plasma Shot",魔法,0,
20341,"Plasma Cannon",魔法,0,
20342,"Optimized Ultima",魔法,0,
20343,"Inescapable Blast",魔法,0,
20344,"Inescapable Blast",魔法,0,
20345,"Attack",魔法,0,
20346,"Curse of the Fiend",魔法,0,
20347,"Accursed Becoming",魔法,0,
20348,"Fire IV",魔法,0,
20349,"Blizzard IV",魔法,0,
20350,"Water IV",魔法,0,
20351,"Thunder IV",魔法,0,
20352,"Aero IV",魔法,0,
20353,"Stone IV",魔法,0,
20354,"Stone IV",魔法,0,
20355,"Stone IV",魔法,0,
20356,"Water IV",魔法,0,
20357,"Thunder IV",魔法,0,
20358,"Aero IV",魔法,0,
20359,"Stone IV",魔法,0,
20360,"Stone IV",魔法,0,
20361,"Stone IV",魔法,0,
20362,"Burst II",魔法,0,
20363,"Burst II",魔法,0,
20364,"Warped Light",魔法,0,
20365,"Warped Light",魔法,0,
20366,"Shock",魔法,0,
20367,"Tornado",魔法,0,
20368,"Tornado",魔法,0,
20369,"Updraft",魔法,0,
20370,"Meteor",魔法,0,
20371,"Meteor",魔法,0,
20372,"",魔法,0,
20373,"Flare",魔法,0,
20374,"Holy IV",魔法,0,
20375,"ホーリジャ",魔法,0,
20376,"",,0,
20377,"Elemental Impact",魔法,0,
20378,"Elemental Impact",魔法,0,
20379,"",,0,
20380,"",,0,
20381,"Heat Ray",魔法,0,
20382,"Kingsblaze",魔法,0,
20383,"Hated of the Vortex",魔法,0,
20384,"Hated of Embers",魔法,0,
20385,"Frost Breath",ブレス,60,
20386,"Obscure Woods",魔法,0,
20387,"Pain Mire",,0,
20388,"Pain Mire",魔法,0,
20389,"True Hallowed Ground",,0,
20390,"Apply Shield Protocol",,0,
20391,"Apply Shield Protocol",,0,
20392,"Apply Shield Protocol",,0,
20393,"Sharp Turn",,0,
20394,"Sharp Turn",,0,
20395,"Formation: Sharp Turn",,0,
20396,"Sliding Swipe",,0,
20397,"Sliding Swipe",,0,
20398,"Formation: Sliding Swipe",,0,
20399,"Incendiary Barrage",魔法,0,
20400,"Formation: Air Raid",,0,
20401,"Standard Surface Missile",魔法,0,
20402,"Standard Surface Missile",魔法,0,
20403,"Lethal Revolution",魔法,0,
20404,"Maneuver: High-powered Laser",,0,
20405,"Maneuver: High-powered Laser",魔法,0,
20406,"",,0,
20407,"Maneuver: Area Bombardment",,0,
20408,"Guided Missile",魔法,0,
20409,"Incendiary Bombing",魔法,0,
20410,"Surface Missile",魔法,0,
20411,"Anti-personnel Missile",魔法,0,
20412,"Superior Mobility",,0,
20413,"Maneuver: Missile Command",,0,
20414,"Barrage Impact",魔法,0,
20415,"Maneuver: High-order Explosive Blast",,0,
20416,"High-order Explosive Blast",魔法,0,
20417,"High-order Explosive Blast",魔法,0,
20418,"Skyrending Swing",,0,
20419,"Maneuver: Incendiary Bombing",,0,
20420,"Maneuver: Precision Guided Missile",,0,
20421,"Precision Guided Missile",魔法,0,
20422,"Empty Plane",魔法,0,
20423,"Facet Potion",魔法,25,
20424,"Rush",,0,
20425,"Rush",魔法,0,
20426,"",,0,
20427,"Spectral Dream",斬,0,
20428,"Spectral Whirlwind",魔法,0,
20429,"",,0,
20430,"",,0,
20431,"",,0,
20432,"",,0,
20433,"Papercutter",斬,0,
20434,"Papercutter",斬,0,
20435,"Dash",魔法,0,
20436,"Shadowdash",魔法,0,
20437,"",打,0,
20438,"Chicken Knife",魔法,0,
20439,"Coward's Cunning",突,0,
20440,"Joyless Dragonsong",魔法,0,
20441,"Magitek Bartizan",,0,
20442,"Electrochemical Transfer",,0,
20443,"Electrochemical Reaction",魔法,0,
20444,"Neutralization",魔法,0,
20445,"Firing Orders",,0,
20446,"Ordered Fire",魔法,0,
20447,"Lightning Rod",,0,
20448,"Lightning Rod",,0,
20449,"Explosion",魔法,0,
20450,"Massive Explosion",魔法,0,
20451,"Plasma Gun",魔法,0,
20452,"Electrifying Conduction",,0,
20453,"Electrifying Conduction",魔法,0,
20454,"Searing Conduction",,0,
20455,"Searing Conduction",魔法,0,
20456,"attack",魔法,0,
20457,"Support: Pod",,0,
20458,"Operation: Pod Program",,0,
20459,"オペレート：強化プログラム",,0,
20460,"Operation: Synthesize Compound",,0,
20461,"Operation: Activate Laser Turret",,0,
20462,"Operation: Activate Suppressive Unit",,0,
20463,"Operation: Access Self-consciousness Data",,0,
20464,"R010: Laser",魔法,0,
20465,"R030: Hammer",打,0,
20466,"強化プログラム：ブレード",,0,
20467,"強化プログラム：シールド",,0,
20468,"Chemical Burn",魔法,0,
20469,"Chemical Conflagration",魔法,0,
20470,"Lower Laser",魔法,0,
20471,"Upper Laser",魔法,0,
20472,"Upper Laser",魔法,0,
20473,"Upper Laser",魔法,0,
20474,"Energy Bomb",魔法,0,
20475,"Energy Bombardment",,0,
20476,"Energy Bombardment",魔法,0,
20477,"Maneuver: Impact Crusher",,0,
20478,"Maneuver: Impact Crusher",打,0,
20479,"",,0,
20480,"Maneuver: Revolving Laser",魔法,0,
20481,"Maneuver: High-powered Laser",,0,
20482,"Maneuver: High-powered Laser",魔法,0,
20483,"Maneuver: Unconventional Voltage",,0,
20484,"Unconventional Voltage",魔法,0,
20485,"",,0,
20486,"Maneuver: Volt Array",魔法,0,
20487,"攻撃：ミサイル斉射",,0,
20488,"ミサイル着弾",魔法,0,
20489,"Aether Cannon",魔法,20,
20490,"Aethersaber",斬,20,
20491,"Aethercut",斬,20,
20492,"Final Flourish",斬,20,
20493,"Ultima Buster",魔法,50,
20494,"Pyretic Booster",魔法,30,
20495,"Aetherial Aegis",魔法,30,
20496,"Aether Mine",魔法,300,
20497,"ミサイル着弾",魔法,0,
20498,"ミサイル着弾",魔法,0,
20499,"自爆攻撃",魔法,0,
20500,"光刃大斬機",斬,0,
20501,"",打,0,
20502,"Rupture",魔法,0,
20503,"",,0,
20504,"",,0,
20505,"Summon",魔法,0,
20506,"Mana Burn",魔法,0,
20507,"Sand Burst",魔法,0,
20508,"Dual Apocalypse",,0,
20509,"Triple Apocalypse",,0,
20510,"Quietus",魔法,0,
20511,"Harvest Festival",魔法,0,
20512,"",,0,
20513,"",,0,
20514,"",,0,
20515,"Rancid Pheromones",,0,
20516,"Heartbreak",魔法,0,
20517,"Dead Leaves",,0,
20518,"Tender Anaphylaxis",魔法,0,
20519,"Jealous Anaphylaxis",魔法,0,
20520,"Anaphylactic Shock",魔法,0,
20521,"Splash Bomb",,0,
20522,"Splash Bomb",魔法,0,
20523,"Splash Grenade",,0,
20524,"Splash Grenade",魔法,0,
20525,"Playful Breeze",,0,
20526,"Playful Breeze",魔法,0,
20527,"Budbutt",打,0,
20528,"",魔法,0,
20529,"Verfire",魔法,25,
20530,"Veraero",魔法,25,
20531,"Verstone",魔法,25,
20532,"Verflare",魔法,25,
20533,"Crimson Savior",魔法,25,
20534,"Hellclaw",斬,0,
20535,"Tail Blow",打,0,
20536,"Lava Spit",,0,
20537,"Lava Spit",,0,
20538,"Lava Spit",魔法,0,
20539,"Hellpounce",打,0,
20540,"Hellpounce",打,0,
20541,"the Lion's Breath",,0,
20542,"the Lion's Breath",魔法,0,
20543,"the Dragon's Breath",,0,
20544,"the Dragon's Breath",魔法,0,
20545,"the Dragon's Breath",魔法,0,
20546,"Void Tornado",,0,
20547,"Void Tornado",魔法,0,
20548,"Void Quake",,0,
20549,"Void Quake",魔法,0,
20550,"Void Quake",魔法,0,
20551,"Void Quake",魔法,0,
20552,"",,0,
20553,"Scorching Lash",魔法,0,
20554,"Fire IV",魔法,0,
20555,"Blizzard IV",魔法,0,
20556,"Water IV",魔法,0,
20557,"Water IV",魔法,0,
20558,"Warped Light",魔法,0,
20559,"Warped Light",魔法,0,
20560,"Warped Light",魔法,0,
20561,"Warped Light",魔法,0,
20562,"Warped Light",魔法,0,
20563,"Dark Arrivisme",魔法,0,
20564,"Choco Meteorain",,0,
20565,"Choco Meteorain",,0,
20566,"Choco Meteorain",魔法,0,
20567,"Choco Meteoruption",,0,
20568,"Choco Meteoruption",魔法,0,
20569,"Choco Meteor Impact",,0,
20570,"Choco Meteor Impact",魔法,0,
20571,"Choco Meteor Strike",,0,
20572,"Choco Meteor Strike",,0,
20573,"Choco Beak",,0,
20574,"Choco Beak",突,0,
20575,"Choco Meteor Strike",魔法,0,
20576,"Choco Meteor Strike",魔法,0,
20577,"Vacuum Blade",斬,0,
20578,"Vacuum Blade",斬,0,
20579,"Choco Comet",,0,
20580,"Choco Comet",魔法,0,
20581,"Choco Comet Burst",魔法,0,
20582,"Choco Beak",突,0,
20583,"Choco Meteor Stream",,0,
20584,"Choco Meteor Stream",,0,
20585,"Choco Meteor Stream",,0,
20586,"Choco Meteor Stream",魔法,0,
20587,"Choco Meteor Stream",魔法,0,
20588,"Choco Slash",斬,0,
20589,"Sharp Turn",魔法,0,
20590,"Sharp Turn",魔法,0,
20591,"Sliding Swipe",魔法,0,
20592,"Sliding Swipe",魔法,0,
20593,"",,0,
20594,"",,0,
20595,"Maneuver: Beam Cannons",,0,
20596,"Beam Cannons",魔法,0,
20597,"Beam Cannons",魔法,0,
20598,"Beam Cannons",魔法,0,
20599,"",,0,
20600,"",,0,
20601,"",,0,
20602,"",,0,
20603,"Maneuver: Collider Cannons",,0,
20604,"Maneuver: Collider Cannons",,0,
20605,"Maneuver: Collider Cannons",,0,
20606,"Collider Cannons",魔法,0,
20607,"Maneuver: Refraction Cannons",,0,
20608,"Maneuver: Refraction Cannons",,0,
20609,"Refraction Cannons",魔法,0,
20610,"attack",,0,
20611,"",,0,
20612,"Stone",魔法,0,
20613,"Fire",魔法,0,
20614,"Lower Laser",魔法,0,
20615,"Upper Laser",魔法,0,
20616,"Upper Laser",魔法,0,
20617,"Upper Laser",魔法,0,
20618,"Fast Blade",斬,0,
20619,"Savage Blade",斬,0,
20620,"Flight Path",打,0,
20621,"Firing Order: Anti-personnel Laser",,0,
20622,"Firing Order: Surface Laser",,0,
20623,"Firing Order: High-powered Laser",,0,
20624,"Anti-personnel Laser",魔法,0,
20625,"Surface Laser",,0,
20626,"Surface Laser",魔法,0,
20627,"High-powered Laser",魔法,0,
20628,"Ripping Blade",斬,0,
20629,"Blood Cyclone",斬,0,
20630,"Run Wild",魔法,0,
20631,"Maneuver: Saturation Bombing",魔法,0,
20632,"Meteor Impact",魔法,0,
20633,"Maneuver: Diffusion Cannon",魔法,0,
20634,"Backdraft",,0,
20635,"Backdraft",魔法,0,
20636,"Time Eruption",魔法,0,
20637,"Phenex",,0,
20638,"Flamedive",魔法,0,
20639,"Pyrolatry",魔法,0,
20640,"Searing Wind",魔法,0,
20641,"Time Eruption",,0,
20642,"Time Eruption",魔法,0,
20643,"Flashover",,0,
20644,"Flashover",魔法,0,
20645,"Pillar of Flame",,0,
20646,"Pillar of Flame",魔法,0,
20647,"Flaming Rain",,0,
20648,"Flaming Rain",魔法,0,
20649,"Thermal Wave",,0,
20650,"Thermal Wave",,0,
20651,"Thermal Wave",魔法,0,
20652,"Thermal Wave",,0,
20653,"Meltdown",,0,
20654,"Meltdown",魔法,0,
20655,"Thermal Gust",,0,
20656,"Thermal Gust",魔法,0,
20657,"Maneuver: High-powered Laser",魔法,0,
20658,"Energy Bomb",魔法,0,
20659,"Pyroplexy",魔法,0,
20660,"Pyroclysm",魔法,0,
20661,"Can't Touch This",魔法,0,
20662,"Out With a Bang",魔法,0,
20663,"Explosive Countdown",魔法,0,
20664,"Explosive Countdown",魔法,0,
20665,"Explosive Countdown",魔法,0,
20666,"Catching Fire",魔法,0,
20667,"Too Hot to Handle",魔法,0,
20668,"Hot Temper",魔法,0,
20669,"Slow Deflagration",魔法,0,
20670,"Rapid Deflagration",魔法,0,
20671,"Boot Camp Mode",,0,
20672,"Basic Training",魔法,0,
20673,"Train",魔法,0,
20674,"Train",魔法,0,
20675,"Train",魔法,0,
20676,"Order",魔法,0,
20677,"Divide by Three",,0,
20678,"Divide by Four",,0,
20679,"Divide by Five",,0,
20680,"Indivisible",,0,
20681,"Incinerate",魔法,0,
20682,"Annihilation Mode",,0,
20683,"Train",魔法,0,
20684,"Train",魔法,0,
20685,"Train",魔法,0,
20686,"Train",魔法,0,
20687,"Incinerate",魔法,0,
20688,"Electric Entrapment",魔法,0,
20689,"高圧拡散ヴォルト",魔法,0,
20690,"Aerial Support: Swoop",,0,
20691,"Aerial Support: Bombardment",,0,
20692,"Dynamis Dice",,1800,
20693,"Dynamis Dice",,1800,
20694,"Dynamis Dice",,1800,
20695,"Dynamis Dice",,1800,
20696,"Dynamis Dice",,1800,
20697,"Dynamis Dice",,1800,
20698,"Dynamis Dice",,1800,
20699,"Dynamis Dice",,1800,
20700,"Dynamis Dice",,1800,
20701,"Lost Paralyze III",魔法,25,
20702,"Lost Banish III",魔法,25,
20703,"Lost Manawall",,3600,
20704,"Lost Dispel",魔法,25,
20705,"Lost Stealth",,150,
20706,"Lost Spellforge",魔法,25,
20707,"Lost Steelsting",魔法,25,
20708,"Lost Swift",,900,
20709,"Lost Protect",魔法,25,
20710,"Lost Shell",魔法,25,
20711,"Lost Reflect",魔法,25,
20712,"Lost Stoneskin",魔法,25,
20713,"Lost Bravery",魔法,25,
20714,"Lost Focus",,25,
20715,"Lost Font of Magic",,1200,
20716,"Lost Font of Skill",,3000,
20717,"Lost Font of Power",,1200,
20718,"Lost Slash",,900,
20719,"Lost Death",魔法,600,
20720,"Banner of Noble Ends",,900,
20721,"Banner of Honored Sacrifice",,900,
20722,"Banner of Tireless Conviction",,1800,
20723,"Banner of Firm Resolve",,1800,
20724,"Banner of Solemn Clarity",,1800,
20725,"Banner of Honed Acuity",,1800,
20726,"Lost Cure",魔法,25,
20727,"Lost Cure II",,50,
20728,"Lost Cure III",魔法,25,
