key,0,1,2
#,Name,AttackType,Recast<100ms>
int32,str,int32,int32
25985,"Rhino-Attacke",打,40,
25986,"Hartschnabel",突,40,
25987,"Böe",魔法,0,
25988,"Ruheruf",,0,
25989,"Steinwurf",突,40,
25990,"Deftige Dachtel",打,40,
25991,"Steinschleudern",打,0,
25992,"Peitschenhieb",打,0,
25993,"Steinzeitstein",魔法,0,
25994,"Giga-Schrei",打,0,
25995,"Auswürgen",魔法,0,
25996,"Bohrgriff",斬,0,
25997,"Kaldaunendunst",魔法,0,
25998,"Rankenstich",突,0,
25999,"Picken",突,40,
26000,"Schildkröten-Stampfer",打,0,
26001,"Amra-Dresche",打,40,
26002,"Sprossendreher",打,0,
26003,"Verbeißen",突,40,
26004,"Anthelion",魔法,0,
26005,"",魔法,0,
26006,"Strahlender Säbel",魔法,0,
26007,"",魔法,0,
26008,"Höchstes Sanctus",魔法,0,
26009,"",魔法,0,
26010,"Kristallisieren",,0,
26011,"Kristallisieren",,0,
26012,"Kristallisieren",,0,
26013,"Kristallisieren",,0,
26014,"Kristallisieren",,0,
26015,"",,0,
26016,"",,0,
26017,"",,0,
26018,"Kristall-Aquaga",魔法,0,
26019,"Kristall-Steinga",魔法,0,
26020,"Kristall-Eisga",魔法,0,
26021,"Halo",魔法,0,
26022,"Licht des Kristalls",魔法,0,
26023,"Lichtstrahl",魔法,0,
26024,"Glorie des Heros",斬,0,
26025,"",,0,
26026,"Infralateralbogen",魔法,0,
26027,"",魔法,0,
26028,"Horizontalkreis",,0,
26029,"",,0,
26030,"",,0,
26031,"Inkandeszenz",魔法,0,
26032,"Parhelion",,0,
26033,"Parhelion",,0,
26034,"Lichtschein",斬,0,
26035,"Lichtschein",斬,0,
26036,"Strahlender Halo",魔法,0,
26037,"Echos",,0,
26038,"Echos",,0,
26039,"Echos",,0,
26040,"Dichroitisches Spektrum",魔法,0,
26041,"Gleißendes Spektrum",魔法,0,
26042,"Echos",魔法,0,
26043,"Exodus",,0,
26044,"",,0,
26045,"Reiner Kristall",魔法,0,
26046,"",,0,
26047,"Schlag des Heros",斬,0,
26048,"Zorn der Mousa",斬,0,
26049,"Glanz des Heros",魔法,0,
26050,"Glanz des Magos",魔法,0,
26051,"Äquinoktium",,0,
26052,"",魔法,0,
26053,"Lateralaureole",,0,
26054,"",魔法,0,
26055,"Höchstes Sanctus",魔法,0,
26056,"Anthelion",魔法,0,
26057,"",魔法,0,
26058,"Lichtstrahl",魔法,0,
26059,"",斬,0,
26060,"Strahl der Hydaelyn",魔法,0,
26061,"Inkandeszenz",魔法,0,
26062,"Lichtschein",斬,0,
26063,"Lichtschein",斬,0,
26064,"Strahlender Halo",魔法,0,
26065,"Echos",魔法,0,
26066,"Exodus",魔法,0,
26067,"",,0,
26068,"",魔法,0,
26069,"Schlag des Heros",斬,0,
26070,"Zorn der Mousa",斬,0,
26071,"Glanz des Heros",魔法,0,
26072,"Glanz des Magos",魔法,0,
26073,"Eiserne Zucht",,0,
26074,"Eiserne Zucht",,0,
26075,"Eiserne Zucht",,0,
26076,"Eiserne Zucht",,0,
26077,"Eiserne Zucht",,0,
26078,"Eiserne Zucht",,0,
26079,"Apodiktische Zucht",,0,
26080,"Apodiktische Zucht",,0,
26081,"Apodiktische Zucht",,0,
26082,"Apodiktische Zucht",,0,
26083,"Apodiktische Zucht",,0,
26084,"Apodiktische Zucht",,0,
26085,"Zucht und Ordnung",打,0,
26086,"Vollkommenes Sanctus",,0,
26087,"Vollkommenes Sanctus",魔法,0,
26088,"懲罰連撃・聖爆鎖",打,0,
26089,"Ätherzwinger",魔法,0,
26090,"Freigang",魔法,0,
26091,"Berstende Ketten",,0,
26092,"Entladenes Feuer",魔法,0,
26093,"Entladenes Licht",魔法,0,
26094,"Zehrende Elemente",,0,
26095,"Zehrende Vollstreckung",,0,
26096,"Entfesseltes Feuer",魔法,0,
26097,"Entfesselter Frost",魔法,0,
26098,"Frostfeuerstrom",,0,
26099,"Marter",打,0,
26100,"Kettenmagie",打,0,
26101,"",,0,
26102,"Eiserne Zucht",,0,
26103,"Eiserne Zucht",,0,
26104,"Eiserne Zucht",,0,
26105,"Eiserne Zucht",,0,
26106,"Eiserne Zucht",,0,
26107,"Eiserne Zucht",,0,
26108,"Eiserne Zucht",,0,
26109,"Eiserne Zucht",,0,
26110,"Eiserne Zucht",,0,
26111,"Eiserne Zucht",,0,
26112,"Eiserne Zucht",,0,
26113,"Eiserne Zucht",,0,
26114,"Apodiktische Zucht",,0,
26115,"Apodiktische Zucht",,0,
26116,"Apodiktische Zucht",,0,
26117,"Apodiktische Zucht",,0,
26118,"Apodiktische Zucht",,0,
26119,"Apodiktische Zucht",,0,
26120,"Apodiktische Zucht",,0,
26121,"Apodiktische Zucht",,0,
26122,"Apodiktische Zucht",,0,
26123,"Apodiktische Zucht",,0,
26124,"Apodiktische Zucht",,0,
26125,"Apodiktische Zucht",,0,
26126,"Heilige Zucht und Ordnung",打,0,
26127,"Feurige Zucht und Ordnung",打,0,
26128,"Vollkommenes Sanctus",,0,
26129,"Vollkommenes Flare",,0,
26130,"Vollkommenes Sanctus",魔法,0,
26131,"Vollkommenes Flare",魔法,0,
26132,"Heilige Ätherzucht und Ordnung",打,0,
26133,"Feurige Ätherzucht und Ordnung",打,0,
26134,"Ätherzwinger",魔法,0,
26135,"Freigang",魔法,0,
26136,"Schloss und Riegel",魔法,0,
26137,"Berstende Ketten",,0,
26138,"Entladenes Feuer",魔法,0,
26139,"Entladenes Licht",魔法,0,
26140,"Aspektierende Ketten",,0,
26141,"Ätherische Vollstreckung",,0,
26142,"Zehrende Elemente",,0,
26143,"Zehrende Vollstreckung",,0,
26144,"Zehrende Vollstreckung",,0,
26145,"Entfesseltes Feuer",魔法,0,
26146,"Entfesselter Frost",魔法,0,
26147,"Entfesselter Tod",,0,
26148,"Frostfeuerstrom",,0,
26149,"Fluchesketten",,0,
26150,"Vierfache Fluchesketten",,0,
26151,"Verfluchte Vollstreckung",魔法,0,
26152,"Verfluchte Vollstreckung",魔法,0,
26153,"Marter",打,0,
26154,"Kettenmagie",打,0,
26155,"Exodus",魔法,0,
26156,"Elegeia",魔法,0,
26157,"",,0,
26158,"Planetarer Impakt",魔法,0,
26159,"Lichtstrom",,0,
26160,"Lichtstrom",,0,
26161,"",,0,
26162,"Fatalismus",,0,
26163,"",,0,
26164,"",,0,
26165,"",,0,
26166,"",,0,
26167,"Rückwärtszug",魔法,0,
26168,"Rückwärtszug",魔法,0,
26169,"",,0,
26170,"",,0,
26171,"Planetarer Impakt",魔法,0,
26172,"Hornstoß",突,90,
26173,"Aporia",,0,
26174,"Elenchos",魔法,0,
26175,"",,0,
26176,"",,0,
26177,"",,0,
26178,"Elenchos",,0,
26179,"Elenchos",魔法,0,
26180,"Elenchos",魔法,0,
26181,"Ekstasis",,0,
26182,"Epigonoi",魔法,0,
26183,"",,0,
26184,"Trauer",魔法,0,
26185,"Umarmung des Todes",,0,
26186,"",,0,
26187,"Umarmung des Todes",魔法,0,
26188,"Pharmakon",魔法,0,
26189,"Sternes Gram",魔法,0,
26190,"Nemesis",魔法,0,
26191,"",,0,
26192,"",,0,
26193,"",,0,
26194,"Hybris",,0,
26195,"Hybris",魔法,0,
26196,"Nemesis",,0,
26197,"Nemesis",魔法,0,
26198,"Meteoritenschein",,0,
26199,"Impakt",魔法,0,
26200,"Strahlender Ruin",魔法,0,
26201,"Flackerndes Feuer",魔法,0,
26202,"Schwerer Schnabel",突,70,
26203,"Katastrophe",魔法,0,
26204,"Meteoreruption",,0,
26205,"Planetenkollaps",魔法,0,
26206,"Telos",魔法,0,
26207,"Telomanie",,0,
26208,"Telomanie",魔法,0,
26209,"Telomanie",魔法,0,
26210,"Lichtstrom",,0,
26211,"Lichtstrom",,0,
26212,"Karibu-Tritt",打,80,
26213,"Großes Horn",打,50,
26214,"Ätherfunken",魔法,80,
26215,"",,0,
26216,"Ausweichsprung",,25,
26217,"Infralateralbogen",,0,
26218,"Vortexschnitt",斬,0,
26219,"Donnerklinge",斬,0,
26220,"Schildschlag",打,0,
26221,"Eklipse",斬,0,
26222,"",,0,
26223,"Todesblüte",魔法,200,
26224,"Diagnose",魔法,25,
26225,"Ermutigen",,1200,
26226,"Herausforderung",,0,
26227,"Vortexschnitt",斬,25,
26228,"Sauberer Stoß",突,0,
26229,"",魔法,0,
26230,"",,0,
26231,"Magitek-Kanone",魔法,25,
26232,"Diffraktive Magitek-Kanone",魔法,100,
26233,"Hochenergie-Magitek-Kanone",魔法,100,
26234,"Zerspanen",突,150,
26235,"Heiliger Quell",,25,
26236,"Klemenz",魔法,25,
26237,"Garleisches Feuer",魔法,120,
26238,"Napalmkreis",魔法,120,
26239,"Heftiges Beben",打,0,
26240,"Bohrkanone",突,0,
26241,"Überladung",魔法,0,
26242,"Elegeia der Chronistin",魔法,0,
26243,"Hypothermale Verbrennung",魔法,0,
26244,"Tatzenhieb",打,120,
26245,"Zottel-Randale",打,150,
26246,"Erdseim-Explosion",魔法,0,
26247,"Schwerer Beschuss",魔法,0,
26248,"Explosion",魔法,0,
26249,"Vortexschnitt",斬,25,
26250,"Donnerklinge",斬,25,
26251,"Halones Groll",斬,25,
26252,"Verwegenheit",,600,
26253,"Schutzwall",,900,
26254,"Seufzen",,300,
26255,"Äquinoktium",魔法,0,
26256,"Lateralaureole",魔法,0,
26257,"",,0,
26258,"",,0,
26259,"Lichtwoge",,0,
26260,"Lichtwoge",,0,
26261,"Lichtwoge",,0,
26262,"Experimentelle Feuerfieder",,0,
26263,"Feuerfieder",魔法,0,
26264,"Experimentelle Feuerfieder",,0,
26265,"Feuerfieder",魔法,0,
26266,"Experimentelle Aschenfieder",,0,
26267,"暗闇の劫火天焦",魔法,0,
26268,"Experimentelle Schwarzfieder",,0,
26269,"Aschenfieder",魔法,0,
26270,"Kreuzbrand",,0,
26271,"Kreuzbrand",魔法,0,
26272,"Kreuzbrand",魔法,0,
26273,"Kreuzbrand",魔法,0,
26274,"Flammender Regen",魔法,0,
26275,"Totenflamme",魔法,0,
26276,"共燃",魔法,0,
26277,"Gemeinschaft des Feuers",魔法,0,
26278,"強襲滑空",打,0,
26279,"Brustklaue",魔法,0,
26280,"Schweifklaue",魔法,0,
26281,"Melaphoinix",魔法,0,
26282,"Flüggewerden",,0,
26283,"Aschener Blick",魔法,0,
26284,"",,0,
26285,"Limbischer Odem",,0,
26286,"獄炎の焔",,0,
26287,"Limbischer Odem",魔法,0,
26288,"Limbische Flamme",魔法,0,
26289,"獄炎の火花",魔法,0,
26290,"Limbisches Lodern",,0,
26291,"Limbisches Lodern",魔法,0,
26292,"Rechte Aschenschwinge",魔法,0,
26293,"Linke Aschenschwinge",魔法,0,
26294,"Sengender Hauch",,0,
26295,"Sengender Hauch",魔法,0,
26296,"Aschenlohe",魔法,0,
26297,"Schwarze Lohe",,0,
26298,"Schwarzlohen-Schwall",魔法,0,
26299,"Schwarzlohen-Schwall",魔法,0,
26300,"Lichte Lohe",,0,
26301,"Lichte Lohe",魔法,0,
26302,"Experimentelle Feuerfieder",,0,
26303,"Feuerfieder",魔法,0,
26304,"Experimentelle Feuerfieder",,0,
26305,"Feuerfieder",魔法,0,
26306,"Experimentelle Aschenfieder",,0,
26307,"Aschenfieder",魔法,0,
26308,"Experimentelle Aschenfieder",,0,
26309,"Aschenfieder",魔法,0,
26310,"Experimentelle Prachtfieder",,0,
26311,"Prachtfieder",魔法,0,
26312,"Experimentelle Prachtfieder",,0,
26313,"Prachtfieder",魔法,0,
26314,"Experimentelle Prachtfieder",,0,
26315,"Prachtfieder",魔法,0,
26316,"Experimentelle Prachtfieder",,0,
26317,"Prachtfieder",魔法,0,
26318,"Kreuzbrand",,0,
26319,"Kreuzbrand",魔法,0,
26320,"Kreuzbrand",魔法,0,
26321,"Kreuzbrand",魔法,0,
26322,"Flammender Regen",魔法,0,
26323,"Windhose",魔法,0,
26324,"大旋風",魔法,0,
26325,"Windhose",魔法,0,
26326,"Totenflamme",魔法,0,
26327,"共燃",魔法,0,
26328,"Gemeinschaft des Feuers",魔法,0,
26329,"Gemeinschaft des Feuers",魔法,0,
26330,"呪火",魔法,0,
26331,"前方猛襲乱流",,0,
26332,"後方猛襲乱流",,0,
26333,"強襲滑空",打,0,
26334,"前方乱流",魔法,0,
26335,"後方乱流",魔法,0,
26336,"Gleitjagd",,0,
26337,"Gleitjagd",打,0,
26338,"前方乱流",魔法,0,
26339,"後方乱流",魔法,0,
26340,"Melaphoinix",魔法,0,
26341,"Detonation",魔法,0,
26342,"Aschener Blick",魔法,0,
26343,"Quell des Feuers",,0,
26344,"Quell des Lebens",魔法,0,
26345,"Quell des Todes",魔法,0,
26346,"Schwelende Schwinge",,0,
26347,"Schwelende Schwinge",魔法,0,
26348,"Gleitstoß",魔法,0,
26349,"Eid des Abschieds",魔法,0,
26350,"Lohen des Lebens",魔法,0,
26351,"石化の瞳",魔法,0,
26352,"Asphodeischer Feuersturm",魔法,0,
26353,"Asphodeisches Feuer",,0,
26354,"Asphodeisches Feuer",魔法,0,
26355,"Asphodeisches Feuer",魔法,0,
26356,"Asphodeisches Feuer",魔法,0,
26357,"Asphodeischer Sturm",,0,
26358,"Asphodeische Winde",魔法,0,
26359,"Asphodeische Flamme",魔法,0,
26360,"Schwarzlohensturm",,0,
26361,"Schwarze Winde",魔法,0,
26362,"Lohenwinde",魔法,0,
26363,"Limbischer Odem",,0,
26364,"Limbischer Odem",,0,
26365,"Limbischer Odem",魔法,0,
26366,"Limbische Flamme",魔法,0,
26367,"Limbische Glut",魔法,0,
26368,"Limbisches Lodern",,0,
26369,"Limbisches Lodern",魔法,0,
26370,"Rechte Aschenschwinge",魔法,0,
26371,"Linke Aschenschwinge",魔法,0,
26372,"Sengender Hauch",,0,
26373,"Sengender Hauch",魔法,0,
26374,"Aschenlohe",魔法,0,
26375,"Schneegebirge",打,0,
26376,"Endchoral",,0,
26377,"Endchoral",魔法,0,
26378,"Geirskogul",魔法,0,
26379,"Drachenlanze",,0,
26380,"Drachenlanze",突,0,
26381,"Gefallener Drache ",魔法,0,
26382,"Hochsprung des Dunkels",突,0,
26383,"Wirbelsprenger des Dunkels",突,0,
26384,"Ausweichsprung des Dunkels",突,0,
26385,"Dunkeldrachensturz",魔法,0,
26386,"Reißen und Beißen",,0,
26387,"Beißen und Reißen",,0,
26388,"Auge des Tyrannen",魔法,0,
26389,"Schmetterndes Rad",魔法,0,
26390,"Peitschendes Rad",魔法,0,
26391,"Dunkeldrachensturz",魔法,0,
26392,"Dunkeldrachensturz",魔法,0,
26393,"Dunkeldrachensturz",魔法,0,
26394,"Dunkeldrachensturz",魔法,0,
26395,"Dunkeldrachensturz",魔法,0,
26396,"Seelenstrick",魔法,0,
26397,"Sprung",突,0,
26398,"Ala Morn",,0,
26399,"Himmelssturz",,0,
26400,"Bodenwelle",,0,
26401,"Bodenwelle",魔法,0,
26402,"Rache der Horde",魔法,0,
26403,"Versteinerung",魔法,0,
26404,"Versteinerung",魔法,0,
26405,"Seismischer Schrei",魔法,0,
26406,"Beschwörender Schrei",魔法,0,
26407,"Flammender Schrei",魔法,0,
26408,"Himmelssturz",魔法,0,
26409,"Flammenhölle",魔法,0,
26410,"Erdaufgang",打,0,
26411,"Flammenatem",,0,
26412,"Erdaufgang",魔法,0,
26413,"Drachentritt",打,25,
26414,"Doppelviper",打,25,
26415,"Demolieren",打,25,
26416,"Attacke",魔法,0,
26417,"",,0,
26418,"",打,0,
26419,"Harmonischer Orbis",魔法,0,
26420,"Totale Verbindung",,0,
26421,"Kommando Feuer",,0,
26422,"Fluch des Zornes",魔法,0,
26423,"Fluch des Lächelns",魔法,0,
26424,"Fluch des Fressens",魔法,0,
26425,"Kommando Drehen",,0,
26426,"",,0,
26427,"",,0,
26428,"",,0,
26429,"",,0,
26430,"Hinausdrängen",,0,
26431,"Flackernde Flamme",,0,
26432,"Flackernde Flamme",魔法,0,
26433,"Flackerndes Feuer",魔法,0,
26434,"Flackerndes Feuka",魔法,0,
26435,"Flackerndes Flare",魔法,0,
26436,"Frontalstreich",斬,0,
26437,"Rundstreich",斬,0,
26438,"Vorwärtssprung",斬,0,
26439,"Vorwärtssprung",斬,0,
26440,"Omnidimensionale Offensive",,0,
26441,"Omnidimensionale Offensive",斬,0,
26442,"",,0,
26443,"Werkerdruck",,0,
26444,"",魔法,0,
26445,"Eiserner Kuss",魔法,0,
26446,"Bombenladung",,0,
26447,"Rechter Demontier-Arm",魔法,0,
26448,"Linker Demontier-Arm",魔法,0,
26449,"Förderrakete",魔法,0,
26450,"Heftige Entladung",魔法,0,
26451,"Elektrischer Bogen",魔法,0,
26452,"Planierrakete",,0,
26453,"Planierrakete",魔法,0,
26454,"Drohflare",魔法,0,
26455,"Flare der Zerstörung",魔法,0,
26456,"Indigo-Krieg",,0,
26457,"Indigo-Krieg",魔法,0,
26458,"Ritualopfer",,0,
26459,"Ritualopfer",魔法,0,
26460,"Flare der Gefahr",,0,
26461,"Flare der Gefahr",魔法,0,
26462,"Flare der Gefahr",魔法,0,
26463,"Flare der Annihilation",,0,
26464,"Flare der Annihilation",魔法,0,
26465,"Stachel der Annihilation",,0,
26466,"Verbrennung",魔法,0,
26467,"Himmelssturz",魔法,0,
26468,"Erdstoß",,0,
26469,"",,0,
26470,"Erdstoß",魔法,0,
26471,"Sog der Verzweiflung",,0,
26472,"",,0,
26473,"Sog der Verzweiflung",魔法,0,
26474,"Coronach",,0,
26475,"Coronach",突,0,
26476,"Höllenfeuer frei",突,0,
26477,"Höllen-Flintenlaufgeschoss",突,0,
26478,"Sauberer Höllenschuss",突,0,
26479,"Gewaltiger Hieb",斬,0,
26480,"Verstümmelung",斬,0,
26481,"Sturmkeil",斬,0,
26482,"Sturmlauf",斬,0,
26483,"Herausforderung",,0,
26484,"Sauberer Stoß",突,0,
26485,"Vorpalstoß",突,0,
26486,"Ungebremster Stoß",突,0,
26487,"Vortexschnitt",斬,0,
26488,"Donnerklinge",斬,0,
26489,"Halones Groll",斬,0,
26490,"Bombenwurf",魔法,90,
26491,"Goblin-Trank",魔法,30,
26492,"Elektroschock",魔法,60,
26493,"Segen der See",魔法,0,
26494,"Sprungattacke",突,0,
26495,"Heldenschwert",斬,0,
26496,"Heldenschild",リミットブレイク,0,
26497,"Himmlische Prunkflammen",,0,
26498,"Reinigendes Flammenritual",,0,
26499,"Reinigendes Flammenritual",,0,
26500,"Heilige Feuersbrunst",魔法,0,
26501,"Heilige Feuersbrunst",魔法,0,
26502,"Explosive Flammenanrufung",,0,
26503,"Explosive Flammenanrufung",,0,
26504,"Brandkugel",,0,
26505,"Monomachia",,0,
26506,"Verbrennung",魔法,0,
26507,"Verbrennung",魔法,0,
26508,"Linker Dreizack",斬,0,
26509,"Rechte Kriegsaxt",斬,0,
26510,"Blasphemische Technik",斬,0,
26511,"Höllenglut",,0,
26512,"Höllenglut",魔法,0,
26513,"Blasphemischer Wirbelwind",斬,0,
26514,"Hieb der Leere",斬,0,
26515,"Höllischer Flammenwind",,0,
26516,"Höllischer Flammenwind",魔法,0,
26517,"Dämonisches Aufflammen",,0,
26518,"Dämonisches Aufflammen",魔法,0,
26519,"Himmelsstimme",魔法,0,
26520,"Himmelsstimme",魔法,0,
26521,"Triumph des Wissens",,0,
26522,"Triumph des Wissens",,0,
26523,"Frontsalve",打,0,
26524,"Hecksalve",突,0,
26525,"Vortexschnitt",斬,25,
26526,"Schurkenschwert",斬,25,
26527,"Halones Groll",斬,25,
26528,"Schildwurf",斬,0,
26529,"Herausforderung",,0,
26530,"Deckung",,0,
26531,"Kreis der Verachtung",斬,250,
26532,"Klettenpilz",魔法,180,
26533,"Rankenstich",突,0,
26534,"Vampirranke",打,160,
26535,"Dreifachdrohung",打,0,
26536,"Chi-Stoß",,0,
26537,"Explosion",魔法,0,
26538,"Äthergramm",,0,
26539,"Demi-Gravitas",魔法,0,
26540,"",,0,
26541,"Noubelea",,0,
26542,"Noubelea",魔法,0,
26543,"Arm des Gelehrten",打,0,
26544,"",,0,
26545,"Demi-Eisga",,0,
26546,"Demi-Eisga",魔法,0,
26547,"Demi-Feuga",,0,
26548,"Demi-Feuga",魔法,0,
26549,"Demi-Blitzga",魔法,0,
26550,"Demi-Gravitas",魔法,0,
26551,"Dosis III",魔法,0,
26552,"Demi-Feura",,0,
26553,"Demi-Feura",魔法,0,
26554,"Demi-Feura",魔法,0,
26555,"Diagnose",魔法,0,
26556,"",,0,
26557,"",,0,
26558,"Demi-Feuer",魔法,0,
26559,"Paradeigma",,0,
26560,"Esoterikos",,0,
26561,"Exoterikos",,0,
26562,"Trimorphos Exoterikos",,0,
26563,"Astraleklipse",,0,
26564,"Esoterischer Dreierstrahl",,0,
26565,"Lichtstrom",,0,
26566,"Meteoros",魔法,0,
26567,"Opheos",魔法,0,
26568,"Paradeigma",,0,
26569,"Esoterikos",,0,
26570,"Esoterischer Strahl",魔法,0,
26571,"Esoterische Dyade",魔法,0,
26572,"Esoterische Sekte",魔法,0,
26573,"Explosion",魔法,0,
26574,"Phlegethon",魔法,0,
26575,"Phlegethon",,0,
26576,"Phlegethon",,0,
26577,"Algedon",,0,
26578,"Algedon",,0,
26579,"Algedon",打,0,
26580,"Ania",,0,
26581,"Ania",,0,
26582,"Phobos",魔法,0,
26583,"Phobos",魔法,0,
26584,"Adikia",,0,
26585,"Adikia",突,0,
26586,"Styx",,0,
26587,"Styx",,0,
26588,"Styx",魔法,0,
26589,"",,0,
26590,"Apomnemoneumata",,0,
26591,"Lichtstrom",,0,
26592,"Infernaler Strom",魔法,0,
26593,"Keraunos",魔法,0,
26594,"Meteoros",魔法,0,
26595,"Opheos",魔法,0,
26596,"Esoterischer Strahl",魔法,0,
26597,"Esoterische Dyade",魔法,0,
26598,"Esoterische Sekte",魔法,0,
26599,"Explosion",魔法,0,
26600,"Apomnemoneumata",,0,
26601,"Apomnemoneumata",,0,
26602,"Phlegethon",魔法,0,
26603,"Phlegethon",,0,
26604,"Algedon",,0,
26605,"Algedon",,0,
26606,"Algedon",打,0,
26607,"Ania",,0,
26608,"Phobos",魔法,0,
26609,"Adikia",,0,
26610,"Adikia",突,0,
26611,"Styx",,0,
26612,"Styx",魔法,0,
26613,"Apomnemoneumata",魔法,0,
26614,"Abwasserflut",魔法,0,
26615,"Gehauchter Katarakt",魔法,0,
26616,"Gehauchter Katarakt",魔法,0,
26617,"Gehauchter Katarakt",魔法,0,
26618,"Elegeia",魔法,0,
26619,"Sternes Gram",魔法,0,
26620,"Attacke",斬,0,
26621,"Gehauchter Katarakt",魔法,0,
26622,"Gehauchter Katarakt",魔法,0,
26623,"Magische Reprise",魔法,20,
26624,"Kohärenz",魔法,0,
26625,"Kohärenz",魔法,0,
26626,"Kohärenz",魔法,0,
26627,"",魔法,0,
26628,"Dissoziation",魔法,0,
26629,"",魔法,0,
26630,"Dissoziation",打,0,
26631,"Schockwelle",魔法,0,
26632,"Verseuchte Flut",魔法,0,
26633,"Verseuchte Flut",魔法,0,
26634,"Mal der Beute",魔法,0,
26635,"Mal der Beute",魔法,0,
26636,"Abwassereruption",魔法,0,
26637,"Abwassereruption",魔法,0,
26638,"Doppeleinschlag",魔法,0,
26639,"Trübe Tiefen",魔法,0,
26640,"Abwasserflut",魔法,0,
26641,"Gehauchter Katarakt",魔法,0,
26642,"Gehauchter Katarakt",魔法,0,
26643,"Gehauchter Katarakt",魔法,0,
26644,"Beschwingter Katarakt",魔法,0,
26645,"Beschwingter Katarakt",魔法,0,
26646,"Beschwingter Katarakt",魔法,0,
26647,"Gehauchter Katarakt",魔法,0,
26648,"Beschwingter Katarakt",魔法,0,
26649,"Adrette Ausweidung",魔法,0,
26650,"Kohärenz",魔法,0,
26651,"Kohärenz",魔法,0,
26652,"Kohärenz",魔法,0,
26653,"",魔法,0,
26654,"Kanalschnellen",魔法,0,
26655,"Große Flut",魔法,0,
26656,"Große Welle",魔法,0,
26657,"Impakt",打,0,
26658,"",魔法,0,
26659,"Kampeos Harma",打,0,
26660,"Kampeos Harma",打,0,
26661,"Kampeos Harma",打,0,
26662,"Kampeos Harma",打,0,
26663,"Massenmal",魔法,0,
26664,"Reißendes Wasser",魔法,0,
26665,"Tödliche Strömung",魔法,0,
26666,"Kopfwasser",魔法,0,
26667,"Kopfwasser",魔法,0,
26668,"Dissoziation",魔法,0,
26669,"",魔法,0,
26670,"Dissoziation",打,0,
26671,"Schockwelle",魔法,0,
26672,"Abwassereruption",魔法,0,
26673,"Abwassereruption",魔法,0,
26674,"Doppeleinschlag",魔法,0,
26675,"Trübe Tiefen",魔法,0,
26676,"Abwasserflut",魔法,0,
26677,"",魔法,0,
26678,"",魔法,0,
26679,"Verseuchte Flut",魔法,0,
26680,"Verseuchte Flut",魔法,0,
26681,"Wolkenruf",,0,
26682,"Blitzeinschlag der Reue",魔法,0,
26683,"Blitzeinschlag der Reue",魔法,0,
26684,"Aufstampfen",魔法,0,
26685,"Herzblitz",,0,
26686,"Herzblitz",魔法,0,
26687,"Trauerblitz",,0,
26688,"Trauerblitz",魔法,0,
26689,"Todesblitz",,0,
26690,"Todesblitz",魔法,0,
26691,"Entladung",,0,
26692,"Entladung",魔法,0,
26693,"Elektrisieren",魔法,0,
26694,"",,0,
26695,"",,0,
26696,"Sündenblitz",,0,
26697,"Sündenblitz",魔法,0,
26698,"Blitzschlag",魔法,0,
26699,"Einschreiten",斬,30,
26700,"Deckung",,0,
26701,"Fluchwall Tizonas",,0,
26702,"Vermächtnisklinge",斬,0,
26703,"Vortexschnitt",斬,0,
26704,"Donnerklinge",斬,0,
26705,"Halones Groll",斬,0,
26706,"Schnelle Klinge",斬,90,
26707,"Eindreschen",打,0,
26708,"",,0,
26709,"Sinushaar-Schock",魔法,200,
26710,"Megaschlag",魔法,150,
26711,"Brüllen",魔法,0,
26712,"Eindreschen",打,0,
26713,"Schwunghieb",打,0,
26714,"Ausstemmen",斬,0,
26715,"Weißer Tod",魔法,120,
26716,"Rasender Sturz",打,200,
26717,"Transschall",斬,60,
26718,"Schnelle Kralle",突,70,
26719,"Freier Fall",打,300,
26720,"Gletscherluft",魔法,200,
26721,"Gewaltiger Hieb",斬,90,
26722,"Nervtötender Schrei",魔法,180,
26723,"Metzgern",斬,160,
26724,"Feuer",魔法,30,
26725,"Sichelschweif",打,180,
26726,"Heftiges Beben",打,0,
26727,"Feura",魔法,150,
26728,"Sündenblitz",,0,
26729,"Schmetterpeitsche",打,150,
26730,"Pyrofluid",魔法,200,
26731,"Federkitzeln",魔法,200,
26732,"",,0,
26733,"Böe",魔法,200,
26734,"Windstoß",魔法,300,
26735,"Federschnitt",魔法,200,
26736,"Flügelschlag",魔法,200,
26737,"",,0,
26738,"鎖死毒気",,0,
26739,"",,0,
26740,"Giftiger Odem",突,0,
26741,"Giftige Kugeln",,0,
26742,"Giftige Kugeln",魔法,0,
26743,"毒気飛散",魔法,0,
26744,"Geysir des Giftes",,0,
26745,"Geysir des Giftes",魔法,0,
26746,"Giftiger Odem",突,0,
26747,"Miasmatische Seele",,0,
26748,"Unerträgliche Wolke",魔法,0,
26749,"●デッドリーホーン",突,0,
26750,"Lockruf",,0,
26751,"Zusammenrollen der Weißen Viper",突,0,
26752,"●デッドリーホーン",突,0,
26753,"Todbringendes Würgen",打,0,
26754,"",,0,
26755,"●インタージェクト",,0,
26756,"Kosmischer Bannkreis",,0,
26757,"Segen des Gebieters",魔法,0,
26758,"ベネディクション",魔法,0,
26759,"Giftiger Odem",突,0,
26760,"Bodenbeber",,0,
26761,"Bodenhebung",魔法,0,
26762,"Bodenhebung",魔法,0,
26763,"Bodenhebung",魔法,0,
26764,"Bodenhebung",魔法,0,
26765,"Giftige Turbulenzen",,0,
